stem,box_idx,x0,y0,x1,y1,box_area_px
SS22-03311^2022_01_17_10_14_43^^,8,1072.0,404.0,1365.0,707.0,88779.0
SS22-03311^2022_01_18_08_34_11^^,0,913.0,379.0,1097.0,616.0,43608.0
SS22-03311^2022_01_18_08_34_11^^,1,1736.0,288.0,1994.0,538.0,64500.0
SS22-03311^2022_01_18_08_34_11^^,2,947.0,305.0,1148.0,578.0,54873.0
SS22-03311^2022_01_18_08_34_11^^,3,1809.0,253.0,2081.0,517.0,71808.0
SS22-03311^2022_01_18_08_34_11^^,4,840.0,297.0,1083.0,586.0,70227.0
SS22-03311^2022_01_18_08_34_11^^,5,969.0,375.0,1212.0,619.0,59292.0
SS22-03311^2022_01_18_08_34_11^^,6,1797.0,331.0,2008.0,609.0,58658.0
SS22-03311^2022_01_18_08_34_11^^,7,882.0,135.0,1125.0,575.0,106920.0
SS22-03311^2022_01_18_08_34_11^^,8,948.0,426.0,1147.0,686.0,51740.0
SS22-03311^2022_01_18_08_34_11^^,9,1697.0,345.0,1936.0,596.0,59989.0
SS22-03484^2022_01_18_08_52_39^^,0,1233.0,863.0,1623.0,1121.0,100620.0
SS22-03484^2022_01_18_08_52_39^^,1,1297.0,814.0,1656.0,1121.0,110213.0
SS22-03484^2022_01_18_08_52_39^^,2,1198.0,814.0,1632.0,1079.0,115010.0
SS22-03545^2022-01-19_12-33-54,0,1427.0,1226.0,1863.0,1474.0,108128.0
SS22-03545^2022-01-19_12-33-54,1,1489.0,1199.0,1952.0,1416.0,100471.0
SS22-03545^2022-01-19_12-33-54,2,379.0,1245.0,688.0,1462.0,67053.0
SS22-03545^2022_01_18_08_44_32^^,0,783.0,632.0,1144.0,1039.0,146927.0
SS22-03545^2022_01_18_08_44_32^^,1,884.0,522.0,1210.0,989.0,152242.0
SS22-03545^2022_01_18_08_44_32^^,2,1580.0,598.0,1935.0,1006.0,144840.0
SS22-03545^2022_01_18_08_44_32^^,3,858.0,641.0,1237.0,1154.0,194427.0
SS22-03545^2022_01_18_08_44_32^^,4,804.0,458.0,1121.0,939.0,152477.0
SS22-03545^2022_01_18_08_44_32^^,5,1591.0,500.0,1871.0,897.0,111160.0
SS22-03545^2022_01_18_08_44_32^^,6,1572.0,629.0,1816.0,974.0,84180.0
SS22-03545^2022_01_18_08_44_59^^,0,1320.0,363.0,1886.0,1125.0,431292.0
SS22-03545^2022_01_18_08_44_59^^,1,1149.0,486.0,1777.0,1195.0,445252.0
SS22-03545^2022_01_18_08_44_59^^,2,1296.0,486.0,2081.0,1366.0,690800.0
SS22-03545^2022_01_18_08_44_59^^,3,1171.0,289.0,1788.0,937.0,399816.0
SS22-03545^2022_01_18_08_44_59^^,4,1441.0,310.0,1972.0,972.0,351522.0
SS22-03545^2022_01_18_08_44_59^^,5,922.0,386.0,1686.0,1067.0,520284.0
SS22-03545^2022_01_19_08_31_17^^,0,1478.0,843.0,1786.0,1179.0,103488.0
SS22-03545^2022_01_19_08_31_17^^,1,1417.0,793.0,1704.0,1117.0,92988.0
SS22-03545^2022_01_19_08_31_17^^,2,1520.0,704.0,1858.0,1148.0,150072.0
SS22-03545^2022_01_19_08_31_17^^,3,1406.0,881.0,1715.0,1269.0,119892.0
SS22-03545^2022_01_19_08_31_17^^,4,1457.0,645.0,1749.0,1094.0,131108.0
SS22-03545^2022_01_19_08_31_17^^,5,1378.0,877.0,1840.0,1432.0,256410.0
SS22-03545^2022_01_19_08_31_17^^,6,1536.0,847.0,1926.0,1234.0,150930.0
SS22-03545^2022_01_19_08_31_49^^,0,1559.0,456.0,1904.0,915.0,158355.0
SS22-03912^2022_01_19_08_56_07^^,0,770.0,658.0,1560.0,1209.0,435290.0
SS22-03912^2022_01_19_08_56_07^^,1,982.0,597.0,1708.0,1087.0,355740.0
SS22-03912^2022_01_19_08_56_07^^,2,1069.0,629.0,1730.0,1209.0,383380.0
SS22-03912^2022_01_19_08_56_07^^,3,1138.0,597.0,1730.0,1113.0,305472.0
SS22-03912^2022_01_19_08_56_07^^,4,852.0,752.0,1664.0,1209.0,371084.0
SS22-04034^2022_01_19_09_23_41^^,0,960.0,542.0,1982.0,1321.0,796138.0
SS22-04034^2022_01_19_09_23_41^^,1,940.0,318.0,1667.0,920.0,437654.0
SS22-04034^2022_01_19_09_23_41^^,2,1189.0,347.0,1982.0,1310.0,763659.0
SS22-04034^2022_01_19_09_23_41^^,3,1162.0,318.0,1982.0,919.0,492820.0
SS22-04034^2022_01_19_09_23_41^^,4,881.0,318.0,1865.0,1236.0,903312.0
SS22-04034^2022_01_19_09_23_41^^,5,642.0,479.0,1689.0,1321.0,881574.0
SS22-04037^2022_01_19_09_31_34^^,0,1042.0,670.0,1592.0,1012.0,188100.0
SS22-04037^2022_01_19_09_31_34^^,1,1125.0,617.0,1654.0,956.0,179331.0
SS22-04037^2022_01_19_09_31_34^^,2,1200.0,715.0,1662.0,1074.0,165858.0
SS22-04076^2022_01_19_13_16_26^^,0,1702.0,456.0,2103.0,998.0,217342.0
SS22-04076^2022_01_19_13_16_26^^,1,1669.0,618.0,2072.0,1177.0,225277.0
SS22-04076^2022_01_19_13_16_26^^,2,538.0,381.0,1069.0,992.0,324441.0
SS22-04076^2022_01_19_13_16_26^^,3,1758.0,557.0,2218.0,1127.0,262200.0
SS22-04076^2022_01_19_13_16_26^^,4,569.0,561.0,1048.0,1177.0,295064.0
SS22-04076^2022_01_19_13_16_26^^,5,1777.0,372.0,2284.0,967.0,301665.0
SS22-04076^2022_01_19_13_16_26^^,6,667.0,453.0,1172.0,1084.0,318655.0
SS22-04076^2022_01_19_13_16_26^^,7,1483.0,494.0,2065.0,1096.0,350364.0
SS22-04076^2022_01_19_13_16_26^^,8,432.0,393.0,954.0,914.0,271962.0
SS22-04076^2022_01_19_13_16_26^^,9,1611.0,262.0,2052.0,907.0,284445.0
SS22-04154^2022_01_20_10_48_16^^,0,835.0,632.0,1568.0,1072.0,322520.0
SS22-04154^2022_01_20_10_48_16^^,1,1063.0,632.0,1717.0,1033.0,262254.0
SS22-04154^2022_01_20_10_48_16^^,2,835.0,632.0,1507.0,1154.0,350784.0
SS22-04223^2022_01_21_15_10_46^^,0,1458.0,819.0,1867.0,1119.0,122700.0
SS22-04223^2022_01_21_15_10_46^^,1,961.0,796.0,1384.0,1130.0,141282.0
SS22-04223^2022_01_21_15_10_46^^,2,1543.0,819.0,1867.0,1082.0,85212.0
SS22-04223^2022_01_21_15_10_46^^,3,934.0,796.0,1313.0,1101.0,115595.0
SS22-05152^2022_01_24_13_34_19^^,0,1237.0,707.0,1763.0,1099.0,206192.0
SS22-05152^2022_01_24_13_34_19^^,1,1150.0,707.0,1654.0,1033.0,164304.0
SS22-05152^2022_01_24_13_34_19^^,2,1175.0,748.0,1688.0,1155.0,208791.0
SS22-05152^2022_01_24_13_34_19^^,3,1336.0,739.0,1763.0,1155.0,177632.0
SS22-05152^2022_01_24_13_34_19^^,4,1150.0,714.0,1576.0,1138.0,180624.0
SS22-05223^2022_01_25_08_35_58^^,0,1228.0,934.0,1627.0,1296.0,144438.0
SS22-05223^2022_01_25_08_35_58^^,1,1225.0,401.0,1623.0,770.0,146862.0
SS22-05223^2022_01_25_08_35_58^^,2,1184.0,365.0,1595.0,671.0,125766.0
SS22-05223^2022_01_25_08_35_58^^,3,1184.0,1022.0,1599.0,1366.0,142760.0
SS22-05223^2022_01_25_08_35_58^^,4,1333.0,934.0,1634.0,1217.0,85183.0
SS22-05278^2022_01_25_08_57_19^^,0,1275.0,807.0,1761.0,1238.0,209466.0
SS22-05278^2022_01_25_08_57_19^^,1,1207.0,772.0,1784.0,1116.0,198488.0
SS22-05278^2022_01_25_08_57_19^^,2,1379.0,802.0,1823.0,1173.0,164724.0
SS22-05278^2022_01_25_08_57_19^^,3,1373.0,880.0,1823.0,1238.0,161100.0
SS22-05278^2022_01_25_08_57_19^^,4,997.0,772.0,1692.0,1205.0,300935.0
SS22-05278^2022_01_25_08_57_19^^,5,898.0,772.0,1469.0,1202.0,245530.0
SS22-05278^2022_01_25_08_57_19^^,6,1053.0,871.0,1724.0,1238.0,246257.0
SS22-05349^2022_01_25_09_42_37^^,0,1590.0,222.0,1964.0,717.0,185130.0
SS22-05349^2022_01_25_09_42_37^^,1,1679.0,201.0,2125.0,739.0,239948.0
SS22-05349^2022_01_25_09_42_37^^,2,1491.0,134.0,1972.0,641.0,243867.0
SS22-05349^2022_01_25_09_42_37^^,3,1602.0,292.0,2032.0,940.0,278640.0
SS22-05349^2022_01_25_09_42_37^^,4,1445.0,275.0,1932.0,859.0,284408.0
SS22-05349^2022_01_25_09_42_37^^,5,498.0,332.0,829.0,782.0,148950.0
SS22-05349^2022_01_25_09_46_49^^,0,546.0,270.0,1845.0,1239.0,1258731.0
SS22-05349^2022_01_25_09_46_49^^,1,1440.0,567.0,2279.0,1230.0,556257.0
SS22-05349^2022_01_25_09_46_49^^,2,414.0,444.0,1681.0,1484.0,1317680.0
SS22-05349^2022_01_25_09_46_49^^,3,1083.0,389.0,1932.0,1064.0,573075.0
SS22-05349^2022_01_25_09_46_49^^,4,1000.0,613.0,2127.0,1468.0,963585.0
SS22-05349^2022_01_25_09_46_49^^,5,1633.0,307.0,2590.0,1138.0,795267.0
SS22-05349^2022_01_25_09_46_49^^,6,850.0,272.0,2063.0,967.0,843035.0
SS22-05400^2022_01_25_09_57_25^^,0,1339.0,685.0,1526.0,931.0,46002.0
SS22-05400^2022_01_25_09_57_25^^,1,1299.0,624.0,1500.0,886.0,52662.0
SS22-05400^2022_01_25_09_57_25^^,2,1365.0,609.0,1585.0,901.0,64240.0
SS22-05400^2022_01_25_09_59_17^^,0,398.0,700.0,1269.0,1313.0,533923.0
SS22-05509^2022_01_25_15_08_41^^,0,423.0,290.0,1214.0,930.0,506240.0
SS22-05509^2022_01_25_15_08_41^^,1,854.0,973.0,1762.0,1824.0,772708.0
SS22-05509^2022_01_25_15_08_41^^,2,1281.0,549.0,2232.0,1532.0,934833.0
SS22-05509^2022_01_25_15_08_41^^,3,488.0,553.0,1439.0,1586.0,982383.0
SS22-05509^2022_01_25_15_08_41^^,4,1608.0,260.0,2426.0,1005.0,609410.0
SS22-05509^2022_01_25_15_08_41^^,5,1056.0,695.0,1922.0,1671.0,845216.0
SS22-05509^2022_01_25_15_08_41^^,6,482.0,290.0,1358.0,1197.0,794532.0
SS22-05509^2022_01_25_15_08_41^^,7,404.0,290.0,1205.0,1384.0,876294.0
SS22-05509^2022_01_25_15_08_41^^,8,1343.0,260.0,2374.0,1199.0,968109.0
SS22-05509^2022_01_25_15_08_41^^,9,1625.0,479.0,2437.0,1316.0,679644.0
SS22-05509^2022_01_25_15_08_41^^,10,449.0,659.0,1160.0,1365.0,501966.0
SS22-05509^2022_01_25_15_08_41^^,11,1424.0,323.0,1989.0,1131.0,456520.0
SS22-05509^2022_01_25_15_08_41^^,12,404.0,745.0,1192.0,1510.0,602820.0
SS22-05509^2022_01_25_15_10_39^^,0,949.0,439.0,1745.0,1269.0,660680.0
SS22-05509^2022_01_25_15_10_39^^,1,931.0,173.0,1591.0,996.0,543180.0
SS22-05509^2022_01_25_15_10_39^^,2,1013.0,778.0,1510.0,1359.0,288757.0
SS22-05509^2022_01_25_15_10_39^^,3,827.0,159.0,1434.0,773.0,372698.0
SS22-05509^2022_01_25_15_10_39^^,4,1044.0,806.0,1391.0,1218.0,142964.0
SS22-05509^2022_01_25_15_10_39^^,5,940.0,648.0,1437.0,1204.0,276332.0
SS22-05509^2022_01_25_15_10_39^^,6,885.0,784.0,1638.0,1582.0,600894.0
SS22-05509^2022_01_25_15_10_39^^,7,788.0,328.0,1499.0,1183.0,607905.0
SS22-05509^2022_01_25_15_10_39^^,8,1110.0,686.0,1754.0,1395.0,456596.0
SS22-05605^2022_01_26_10_28_40^^,0,639.0,273.0,1013.0,665.0,146608.0
SS22-05605^2022_01_26_10_28_40^^,1,1825.0,1005.0,2151.0,1423.0,136268.0
SS22-05605^2022_01_26_10_28_40^^,2,689.0,1093.0,985.0,1444.0,103896.0
SS22-05605^2022_01_26_10_28_40^^,3,1787.0,885.0,2274.0,1466.0,282947.0
SS22-05605^2022_01_26_10_28_40^^,4,1822.0,254.0,2155.0,643.0,129537.0
SS22-05605^2022_01_26_10_28_40^^,5,729.0,242.0,1109.0,614.0,141360.0
SS22-05605^2022_01_26_10_28_40^^,6,758.0,321.0,1080.0,734.0,132986.0
SS22-05605^2022_01_26_10_28_40^^,7,1726.0,665.0,2488.0,1481.0,621792.0
SS22-05605^2022_01_26_10_28_40^^,8,548.0,242.0,949.0,594.0,141152.0
SS22-05605^2022_01_27_08_30_23^^,0,515.0,268.0,995.0,734.0,223680.0
SS22-05605^2022_01_27_08_30_23^^,1,1637.0,1001.0,2080.0,1539.0,238334.0
SS22-05605^2022_01_27_08_30_23^^,2,1816.0,120.0,2332.0,705.0,301860.0
SS22-05605^2022_01_27_08_30_23^^,3,458.0,1178.0,869.0,1529.0,144261.0
SS22-05605^2022_01_27_08_30_23^^,4,1718.0,575.0,2466.0,1572.0,745756.0
SS22-05605^2022_01_27_08_30_23^^,5,1505.0,777.0,2125.0,1532.0,468100.0
SS22-05605^2022_01_27_08_30_23^^,6,631.0,268.0,1054.0,693.0,179775.0
SS22-05605^2022_01_27_08_30_23^^,7,1681.0,188.0,2466.0,1257.0,839165.0
SS22-05605^2022_01_27_08_30_23^^,8,1662.0,1079.0,2228.0,1678.0,339034.0
SS22-05605^2022_01_27_08_30_23^^,9,627.0,303.0,1041.0,866.0,233082.0
SS22-05688^2022_01_26_10_50_36^^,0,806.0,794.0,1032.0,1054.0,58760.0
SS22-05688^2022_01_26_10_51_20^^,0,1114.0,668.0,1592.0,1242.0,274372.0
SS22-05688^2022_01_26_10_51_20^^,1,1861.0,852.0,2325.0,1408.0,257984.0
SS22-05688^2022_01_26_10_51_20^^,2,1253.0,630.0,1697.0,1165.0,237540.0
SS22-05688^2022_01_26_10_51_20^^,3,1838.0,661.0,2295.0,1249.0,268716.0
SS22-05688^2022_01_26_10_51_20^^,4,1020.0,506.0,1560.0,1119.0,331020.0
SS22-05688^2022_01_26_10_51_20^^,5,1975.0,764.0,2429.0,1316.0,250608.0
SS22-05688^2022_01_26_10_51_20^^,6,1666.0,817.0,2224.0,1369.0,308016.0
SS22-05688^2022_01_26_10_51_20^^,7,1816.0,960.0,2283.0,1535.0,268525.0
SS22-05688^2022_01_26_10_51_20^^,8,912.0,641.0,1439.0,1211.0,300390.0
SS22-05688^2022_01_26_10_51_20^^,9,1208.0,787.0,1657.0,1407.0,278380.0
SS22-05688^2022_01_27_08_27_16^^,0,1303.0,539.0,1822.0,1144.0,313995.0
SS22-05688^2022_01_27_08_27_16^^,1,1903.0,520.0,2362.0,1104.0,268056.0
SS22-05688^2022_01_27_08_27_16^^,2,1832.0,663.0,2315.0,1247.0,282072.0
SS22-05688^2022_01_27_08_27_16^^,3,1248.0,347.0,1748.0,1049.0,351000.0
SS22-05688^2022_01_27_08_27_16^^,4,2028.0,413.0,2420.0,1040.0,245784.0
SS22-05688^2022_01_27_08_27_16^^,5,1996.0,638.0,2476.0,1215.0,276960.0
SS22-05688^2022_01_27_08_27_16^^,6,1458.0,634.0,1920.0,1218.0,269808.0
SS22-05688^2022_01_27_08_27_16^^,7,1404.0,379.0,1837.0,1017.0,276254.0
SS22-05688^2022_01_27_08_27_16^^,8,1162.0,604.0,1702.0,1249.0,348300.0
SS22-05688^2022_01_27_08_27_16^^,9,509.0,750.0,1168.0,1391.0,422419.0
SS22-05688^2022_01_27_08_27_25^^,0,1939.0,525.0,2369.0,1099.0,246820.0
SS22-05688^2022_01_27_08_27_25^^,1,1898.0,669.0,2291.0,1185.0,202788.0
SS22-05688^2022_01_27_08_27_25^^,2,1988.0,677.0,2415.0,1233.0,237412.0
SS22-05688^2022_01_27_08_27_25^^,3,2079.0,504.0,2420.0,1063.0,190619.0
SS22-05688^2022_01_27_08_27_25^^,4,677.0,750.0,1248.0,1395.0,368295.0
SS22-05688^2022_01_27_08_27_25^^,5,1898.0,939.0,2440.0,1598.0,357178.0
SS22-05688^2022_01_27_08_27_25^^,6,1743.0,745.0,2232.0,1336.0,288999.0
SS22-05688^2022_01_27_08_27_25^^,7,482.0,798.0,1101.0,1454.0,406064.0
SS22-05688^2022_01_27_08_27_25^^,8,1918.0,308.0,2304.0,1031.0,279078.0
SS22-05795^2022_01_26_14_30_24^^,0,1643.0,927.0,1982.0,1321.0,133566.0
SS22-05795^2022_01_26_14_30_24^^,1,1720.0,1033.0,2001.0,1389.0,100036.0
SS22-05795^2022_01_26_14_30_24^^,2,1581.0,847.0,1903.0,1234.0,124614.0
SS22-05795^2022_01_26_14_30_24^^,3,1791.0,1016.0,2099.0,1358.0,105336.0
SS22-05795^2022_01_26_14_30_24^^,4,593.0,963.0,919.0,1368.0,132030.0
SS22-05795^2022_01_26_14_30_24^^,5,668.0,889.0,1000.0,1315.0,141432.0
SS22-05795^2022_01_26_14_30_24^^,6,1592.0,1045.0,1869.0,1356.0,86147.0
SS22-05795^2022_01_26_14_30_24^^,7,589.0,1094.0,822.0,1386.0,68036.0
SS22-05795^2022_01_27_08_39_41^^,0,1619.0,943.0,1950.0,1308.0,120815.0
SS22-05795^2022_01_27_08_39_41^^,1,750.0,929.0,1088.0,1333.0,136552.0
SS22-05795^2022_01_27_08_39_41^^,2,1818.0,1072.0,2158.0,1465.0,133620.0
SS22-05795^2022_01_27_08_39_41^^,3,1684.0,986.0,2079.0,1383.0,156815.0
SS22-05795^2022_01_27_08_39_41^^,4,657.0,1019.0,989.0,1408.0,129148.0
SS22-05795^2022_01_27_08_39_41^^,5,1491.0,390.0,1800.0,778.0,119892.0
SS22-05795^2022_01_27_08_39_41^^,6,854.0,883.0,1155.0,1255.0,111972.0
SS22-05795^2022_01_27_08_39_41^^,7,587.0,1082.0,909.0,1454.0,119784.0
SS22-05932^2022_01_27_10_55_19^^,0,1220.0,939.0,1786.0,1391.0,255832.0
SS22-06099^2022_01_28_08_51_25^^,0,1236.0,778.0,1660.0,1050.0,115328.0
SS22-06099^2022_01_28_08_51_25^^,1,1104.0,832.0,1587.0,1157.0,156975.0
SS22-06099^2022_01_28_08_51_25^^,2,1079.0,778.0,1550.0,1150.0,175212.0
SS22-06099^2022_01_28_08_51_25^^,3,1082.0,778.0,1611.0,1031.0,133837.0
SS22-06099^2022_01_28_08_51_25^^,4,1215.0,778.0,1674.0,1157.0,173961.0
SS22-06147^2022_01_27_10_45_51^^,0,1205.0,845.0,1574.0,1066.0,81549.0
SS22-06147^2022_01_27_10_45_51^^,1,1255.0,855.0,1600.0,1147.0,100740.0
SS22-06147^2022_01_27_10_45_51^^,2,1198.0,845.0,1536.0,1125.0,94640.0
SS22-06147^2022_01_27_10_45_51^^,3,1327.0,845.0,1600.0,1095.0,68250.0
SS22-06147^2022_01_27_10_45_51^^,4,1198.0,913.0,1576.0,1148.0,88830.0
SS22-07198^2022_02_04_14_01_28^^,0,976.0,950.0,1199.0,1246.0,66008.0
SS22-07198^2022_02_04_14_02_07^^,0,1320.0,1090.0,1585.0,1380.0,76850.0
SS22-07198^2022_02_04_15_25_06^^,0,1480.0,778.0,2009.0,1416.0,337502.0
SS22-07198^2022_02_04_15_25_06^^,1,602.0,670.0,1155.0,1354.0,378252.0
SS22-07198^2022_02_04_15_25_06^^,2,748.0,765.0,1246.0,1428.0,330174.0
SS22-07198^2022_02_04_15_25_06^^,3,1598.0,825.0,2207.0,1559.0,447006.0
SS22-07198^2022_02_04_15_25_06^^,4,490.0,768.0,1006.0,1424.0,338496.0
SS22-07198^2022_02_04_15_25_06^^,5,1404.0,898.0,1887.0,1518.0,299460.0
SS22-07198^2022_02_04_15_25_06^^,6,1710.0,1033.0,2176.0,1652.0,288454.0
SS22-07198^2022_02_04_15_25_06^^,7,1429.0,1095.0,1777.0,1555.0,160080.0
SS22-07198^2022_02_07_08_25_15^^,0,617.0,611.0,1138.0,1242.0,328751.0
SS22-07198^2022_02_07_08_25_15^^,1,753.0,705.0,1243.0,1311.0,296940.0
SS22-07198^2022_02_07_08_25_15^^,2,536.0,802.0,956.0,1358.0,233520.0
SS22-07198^2022_02_07_08_25_15^^,3,1575.0,950.0,2096.0,1530.0,302180.0
SS22-07198^2022_02_07_08_25_15^^,4,1570.0,616.0,2158.0,1293.0,398076.0
SS22-07198^2022_02_07_08_25_15^^,5,1757.0,768.0,2206.0,1428.0,296340.0
SS22-07198^2022_02_07_08_25_15^^,6,477.0,570.0,934.0,1226.0,299792.0
SS22-07198^2022_02_07_08_25_15^^,7,1431.0,704.0,2032.0,1438.0,441134.0
SS22-07226^2022_02_04_16_17_38^^,0,817.0,478.0,1021.0,804.0,66504.0
SS22-07226^2022_02_04_16_17_38^^,1,773.0,538.0,980.0,852.0,64998.0
SS22-07226^2022_02_04_16_17_38^^,2,831.0,349.0,1063.0,762.0,95816.0
SS22-07226^2022_02_04_16_17_38^^,3,810.0,565.0,1026.0,950.0,83160.0
SS22-07226^2022_02_04_16_17_38^^,4,817.0,712.0,1021.0,1026.0,64056.0
SS22-07226^2022_02_04_16_17_38^^,5,793.0,425.0,1131.0,856.0,145678.0
SS22-07226^2022_02_04_16_17_38^^,6,695.0,428.0,972.0,798.0,102490.0
SS22-07226^2022_02_04_16_17_38^^,7,701.0,597.0,966.0,916.0,84535.0
SS22-07226^2022_02_04_16_20_40^^,0,1601.0,747.0,2119.0,1338.0,306138.0
SS22-07226^2022_02_04_16_20_40^^,1,847.0,592.0,1336.0,1205.0,299757.0
SS22-07226^2022_02_04_16_20_40^^,2,1485.0,653.0,1977.0,1201.0,269616.0
SS22-07226^2022_02_04_16_20_40^^,3,765.0,387.0,1320.0,1069.0,378510.0
SS22-07226^2022_02_04_16_20_40^^,4,1699.0,885.0,2191.0,1423.0,264696.0
SS22-07226^2022_02_04_16_20_40^^,5,995.0,670.0,1416.0,1187.0,217657.0
SS22-07226^2022_02_04_16_20_40^^,6,954.0,422.0,1483.0,1088.0,352314.0
SS22-07226^2022_02_04_16_20_40^^,7,1383.0,677.0,1824.0,1119.0,194922.0
SS22-07226^2022_02_04_16_20_40^^,8,943.0,775.0,1325.0,1306.0,202842.0
SS22-07226^2022_02_07_10_33_38^^,0,1877.0,278.0,2270.0,809.0,208683.0
SS22-07226^2022_02_07_10_33_38^^,1,566.0,419.0,922.0,863.0,158064.0
SS22-07226^2022_02_07_10_33_38^^,2,1874.0,428.0,2187.0,912.0,151492.0
SS22-07226^2022_02_07_10_33_38^^,3,1804.0,257.0,2176.0,702.0,165540.0
SS22-07226^2022_02_07_10_33_38^^,4,555.0,374.0,817.0,794.0,110040.0
SS22-07226^2022_02_07_10_33_38^^,5,740.0,1406.0,1116.0,1701.0,110920.0
SS22-07226^2022_02_07_10_53_41^^,0,905.0,782.0,1610.0,1444.0,466710.0
SS22-07226^2022_02_07_10_53_41^^,1,703.0,922.0,1478.0,1496.0,444850.0
SS22-07484^2022_02_07_15_14_16^^,0,574.0,964.0,924.0,1286.0,112700.0
SS22-07484^2022_02_07_15_14_16^^,1,628.0,834.0,1039.0,1304.0,193170.0
SS22-07484^2022_02_07_15_14_16^^,2,516.0,847.0,828.0,1234.0,120744.0
SS22-07484^2022_02_08_08_21_56^^,0,632.0,246.0,1017.0,522.0,106260.0
SS22-07484^2022_02_08_08_21_56^^,1,635.0,1094.0,861.0,1329.0,53110.0
SS22-07484^2022_02_08_08_21_56^^,2,583.0,981.0,830.0,1327.0,85462.0
SS22-07484^2022_02_08_13_43_58^^,0,1651.0,1201.0,2156.0,1656.0,229775.0
SS22-07484^2022_02_08_13_43_58^^,1,623.0,1187.0,1077.0,1616.0,194766.0
SS22-07484^2022_02_08_13_43_58^^,2,609.0,728.0,1076.0,1084.0,166252.0
SS22-07484^2022_02_08_13_43_58^^,3,1796.0,1124.0,2266.0,1584.0,216200.0
SS22-07484^2022_02_08_13_43_58^^,4,782.0,1187.0,1142.0,1568.0,137160.0
SS22-07484^2022_02_08_13_43_58^^,5,1754.0,1321.0,2222.0,1681.0,168480.0
SS22-07484^2022_02_08_13_43_58^^,6,1669.0,710.0,2222.0,1134.0,234472.0
SS22-07484^2022_02_08_13_43_58^^,7,530.0,818.0,966.0,1091.0,119028.0
SS22-08173^2022_02_09_14_19_00^^,0,1388.0,876.0,1730.0,1204.0,112176.0
SS22-08173^2022_02_09_14_19_00^^,1,1356.0,965.0,1678.0,1287.0,103684.0
SS22-08173^2022_02_09_14_19_00^^,2,1314.0,811.0,1636.0,1155.0,110768.0
SS22-08173^2022_02_09_14_19_00^^,3,1480.0,929.0,1804.0,1266.0,109188.0
SS22-08173^2022_02_09_14_19_00^^,4,1508.0,865.0,1784.0,1159.0,81144.0
SS22-08173^2022_02_09_14_19_00^^,5,1442.0,993.0,1764.0,1372.0,122038.0
SS22-08173^2022_02_09_14_19_00^^,6,1248.0,924.0,1616.0,1214.0,106720.0
SS22-08173^2022_02_10_08_19_31^^,0,1347.0,872.0,1686.0,1205.0,112887.0
SS22-08173^2022_02_10_08_19_31^^,1,1263.0,818.0,1601.0,1149.0,111878.0
SS22-08173^2022_02_10_08_19_31^^,2,1400.0,797.0,1722.0,1112.0,101430.0
SS22-08173^2022_02_10_08_19_31^^,3,1398.0,950.0,1724.0,1301.0,114426.0
SS22-08173^2022_02_10_08_19_31^^,4,1498.0,837.0,1794.0,1129.0,86432.0
SS22-08173^2022_02_10_08_19_31^^,5,1262.0,944.0,1602.0,1250.0,104040.0
SS22-08279^2022_02_11_08_59_50^^,0,528.0,862.0,969.0,2016.0,508914.0
SS22-08279^2022_02_11_08_59_50^^,1,533.0,836.0,1056.0,1771.0,489005.0
SS22-08279^2022_02_11_08_59_50^^,2,694.0,1159.0,1100.0,1704.0,221270.0
SS22-08279^2022_02_11_08_59_50^^,3,805.0,1302.0,1295.0,2086.0,384160.0
SS22-08279^2022_02_11_09_00_12^^,0,1624.0,550.0,2264.0,1390.0,537600.0
SS22-08279^2022_02_11_09_00_12^^,1,1202.0,532.0,2089.0,1108.0,510912.0
SS22-08279^2022_02_11_09_00_12^^,2,1042.0,522.0,2264.0,1371.0,1037478.0
SS22-08279^2022_02_11_09_00_12^^,3,1685.0,550.0,2258.0,1151.0,344373.0
SS22-08279^2022_02_11_09_00_12^^,4,713.0,661.0,1467.0,1420.0,572286.0
SS22-08279^2022_02_11_09_00_12^^,5,728.0,322.0,1637.0,1188.0,787194.0
SS22-08279^2022_02_11_09_00_12^^,6,1123.0,980.0,2139.0,1526.0,554736.0
SS22-08324^2022_02_10_10_04_31^^,0,1306.0,689.0,1902.0,1003.0,187144.0
SS22-08324^2022_02_10_10_04_31^^,1,1320.0,707.0,1924.0,1153.0,269384.0
SS22-08324^2022_02_10_10_04_31^^,2,1115.0,689.0,1787.0,1063.0,251328.0
SS22-08324^2022_02_10_10_04_31^^,3,1115.0,768.0,1723.0,1153.0,234080.0
SS22-08886^2022_02_11_14_29_27^^,0,1209.0,278.0,1604.0,834.0,219620.0
SS22-08886^2022_02_11_14_29_27^^,1,1245.0,390.0,1705.0,1003.0,281980.0
SS22-08886^2022_02_11_14_36_26^^,0,1701.0,588.0,1847.0,808.0,32120.0
SS22-08886^2022_02_11_14_36_44^^,0,739.0,651.0,938.0,906.0,50745.0
SS22-08886^2022_02_14_08_23_29^^,0,452.0,904.0,788.0,1292.0,130368.0
SS22-08886^2022_02_14_08_24_05^^,0,1705.0,257.0,2087.0,723.0,178012.0
SS22-08886^2022_02_14_08_24_05^^,1,713.0,930.0,1113.0,1550.0,248000.0
SS22-08886^2022_02_14_08_57_37^^,0,1209.0,483.0,1366.0,601.0,18526.0
